topic,year,papers_published
Heart Rate Variability and Autonomic Control,2004,1
Infrared Thermography in Medicine,2004,1
Belt Conveyor Systems Engineering,2004,1
Advanced Clustering Algorithms Research,2004,1
Social Issues in Poland,2004,1
Education and Cultural Studies,2004,1
Gene Regulatory Network Analysis,2004,1
Protein Structure and Dynamics,2004,1
Communication in Education and Healthcare,2004,1
Literary Theory and Cultural Hermeneutics,2004,1
"Folklore, Mythology, and Literature Studies",2004,1
Physical Unclonable Functions (PUFs) and Hardware Security,2004,1
Advanced Power Amplifier Design,2004,1
PAPR reduction in OFDM,2004,1
Mathematical functions and polynomials,2004,1
"Culture, Economy, and Development Studies",2004,1
Experimental Behavioral Economics Studies,2004,1
Advanced Image Fusion Techniques,2004,1
Digital Imaging in Medicine,2004,1
Low-power high-performance VLSI design,2004,1
Engineering Applied Research,2004,1
Innovations in Concrete and Construction Materials,2004,1
Wireless Sensor Networks and IoT,2004,1
"Linguistics, Language Diversity, and Identity",2004,1
Bayesian Methods and Mixture Models,2004,1
Statistical and Computational Modeling,2004,1
"Energy, Environment, Economic Growth",2004,1
Spatial and Panel Data Analysis,2004,1
Mobile and Web Applications,2004,1
Medieval and Classical Philosophy,2004,1
Classical Philosophy and Thought,2004,1
Radiomics and Machine Learning in Medical Imaging,2004,1
Online and Blended Learning,2004,1
Earthquake Detection and Analysis,2004,1
Geophysical Methods and Applications,2004,1
Random Matrices and Applications,2004,1
ICT Impact and Policies,2004,1
Product Development and Customization,2004,1
Multi-Criteria Decision Making,2004,1
Technology and Data Analysis,2004,1
Consumer Perception and Purchasing Behavior,2004,1
Reservoir Engineering and Simulation Methods,2004,1
Diverse Research and Applications,2004,1
Financial Risk and Volatility Modeling,2004,1
Hydrology and Drought Analysis,2004,1
Agricultural risk and resilience,2004,1
Remote Sensing and LiDAR Applications,2004,1
Forest ecology and management,2004,1
Urban Heat Island Mitigation,2004,1
AI in Service Interactions,2004,1
Social Robot Interaction and HRI,2004,1
Astro and Planetary Science,2004,1
Planetary Science and Exploration,2004,1
"Stellar, planetary, and galactic studies",2004,1
"Healthcare, Law, Governance, and Management Studies",2004,1
Creativity in Education and Neuroscience,2004,1
Advanced Vision and Imaging,2005,43
Advanced Image and Video Retrieval Techniques,2005,34
Image Retrieval and Classification Techniques,2005,31
Advanced Computational Techniques and Applications,2005,30
Face and Expression Recognition,2005,25
Chaos-based Image/Signal Encryption,2005,24
Image and Signal Denoising Methods,2005,23
Computer Graphics and Visualization Techniques,2005,22
Advanced Algorithms and Applications,2005,22
Advanced Data Compression Techniques,2005,21
Neural Networks and Applications,2005,19
Simulation and Modeling Applications,2005,18
Medical Image Segmentation Techniques,2005,17
Video Analysis and Summarization,2005,16
Data Management and Algorithms,2005,16
Cryptographic Implementations and Security,2005,15
Image Processing Techniques and Applications,2005,14
Video Coding and Compression Technologies,2005,13
Advanced Measurement and Detection Methods,2005,13
Advanced Sensor and Control Systems,2005,12
Natural Language Processing Techniques,2005,12
Advanced Image Processing Techniques,2005,12
Color Science and Applications,2005,11
Industrial Technology and Control Systems,2005,11
Video Surveillance and Tracking Methods,2005,11
Image Enhancement Techniques,2005,11
Advanced Steganography and Watermarking Techniques,2005,11
Advanced Image Fusion Techniques,2005,10
Web Data Mining and Analysis,2005,10
Metaheuristic Optimization Algorithms Research,2005,10
Image and Video Stabilization,2005,10
Image and Object Detection Techniques,2005,9
3D Shape Modeling and Analysis,2005,9
Robotic Path Planning Algorithms,2005,9
Coding theory and cryptography,2005,9
Parallel Computing and Optimization Techniques,2005,9
Data Mining Algorithms and Applications,2005,9
Optical measurement and interference techniques,2005,9
Speech and Audio Processing,2005,8
Speech Recognition and Synthesis,2005,8
Interactive and Immersive Displays,2005,8
Algorithms and Data Compression,2005,8
Face recognition and analysis,2005,8
Advanced Statistical Methods and Models,2005,7
Advanced Numerical Analysis Techniques,2005,7
Industrial Vision Systems and Defect Detection,2005,7
Evolutionary Algorithms and Applications,2005,7
Interconnection Networks and Systems,2005,7
Topic Modeling,2005,7
Vehicle License Plate Recognition,2005,7
Robotics and Sensor-Based Localization,2005,7
Computational Geometry and Mesh Generation,2005,7
Handwritten Text Recognition Techniques,2005,7
Cryptography and Data Security,2005,7
Human Motion and Animation,2005,7
Music and Audio Processing,2005,7
Control and Dynamics of Mobile Robots,2005,6
Evaluation Methods in Various Fields,2005,6
Evaluation and Optimization Models,2005,6
Blind Source Separation Techniques,2005,6
Distributed systems and fault tolerance,2005,6
Speech and dialogue systems,2005,6
Multimedia Communication and Technology,2005,6
Visual perception and processing mechanisms,2005,6
Digital Media Forensic Detection,2005,6
Translation Studies and Practices,2005,6
Distributed and Parallel Computing Systems,2005,5
Augmented Reality Applications,2005,5
Wireless Sensor Networks and IoT,2005,5
Advanced Database Systems and Queries,2005,5
Power Systems and Technologies,2005,5
Embedded Systems Design Techniques,2005,5
Rough Sets and Fuzzy Logic,2005,5
Advanced Data Storage Technologies,2005,5
Fuzzy Logic and Control Systems,2005,5
Multi-Criteria Decision Making,2005,5
Usability and User Interface Design,2005,5
graph theory and CDMA systems,2005,5
Image Processing and 3D Reconstruction,2005,5
Quantum Information and Cryptography,2005,5
Mathematical Analysis and Transform Methods,2005,5
Quantum Mechanics and Applications,2005,5
Machine Learning and Data Classification,2005,5
Machine Learning and Algorithms,2005,5
Chinese history and philosophy,2005,4
Text and Document Classification Technologies,2005,4
Time Series Analysis and Forecasting,2005,4
Multi-Agent Systems and Negotiation,2005,4
Educational Technology and Assessment,2005,4
Advanced Decision-Making Techniques,2005,4
"Privacy, Security, and Data Protection",2005,4
Infrared Target Detection Methodologies,2005,4
Visual Attention and Saliency Detection,2005,4
Design Education and Practice,2005,4
Digital Rights Management and Security,2005,4
Cellular Automata and Applications,2005,4
Advanced Wireless Communication Techniques,2005,4
VLSI and FPGA Design Techniques,2005,4
Information Retrieval and Search Behavior,2005,4
Peer-to-Peer Network Technologies,2005,4
Higher Education and Teaching Methods,2005,4
Digital Image Processing Techniques,2005,4
Business Process Modeling and Analysis,2005,4
Software Engineering Research,2005,4
Advanced Multi-Objective Optimization Algorithms,2005,4
Semantic Web and Ontologies,2005,4
Caching and Content Delivery,2005,4
Quantum Computing Algorithms and Architecture,2005,4
Geographic Information Systems Studies,2005,4
Digital Filter Design and Implementation,2005,4
Advanced Clustering Algorithms Research,2005,4
Maritime Navigation and Safety,2005,4
Statistical Mechanics and Entropy,2005,4
Modular Robots and Swarm Intelligence,2005,3
Biometric Identification and Security,2005,3
Advanced Optical Imaging Technologies,2005,3
Medical Imaging Techniques and Applications,2005,3
Advanced MRI Techniques and Applications,2005,3
Neural Networks Stability and Synchronization,2005,3
Seismic Imaging and Inversion Techniques,2005,3
Advanced Text Analysis Techniques,2005,3
Evacuation and Crowd Dynamics,2005,3
Distributed Sensor Networks and Detection Algorithms,2005,3
Geophysics and Sensor Technology,2005,3
Advanced Measurement and Metrology Techniques,2005,3
Advanced Fiber Optic Sensors,2005,3
VLSI and Analog Circuit Testing,2005,3
Integrated Circuits and Semiconductor Failure Analysis,2005,3
Advanced Malware Detection Techniques,2005,3
Network Security and Intrusion Detection,2005,3
Remote Sensing and Land Use,2005,3
Extenics and Innovation Methods,2005,3
Sensor Technology and Measurement Systems,2005,3
Advanced Manufacturing and Logistics Optimization,2005,3
BIM and Construction Integration,2005,3
Complex Systems and Time Series Analysis,2005,3
Technology and Data Analysis,2005,3
Statistical Methods and Bayesian Inference,2005,3
Multimodal Machine Learning Applications,2005,3
Advanced X-ray and CT Imaging,2005,3
Bayesian Modeling and Causal Inference,2005,3
Anomaly Detection Techniques and Applications,2005,3
"Categorization, perception, and language",2005,3
Service-Oriented Architecture and Web Services,2005,3
Cloud Computing and Resource Management,2005,3
Optimal Experimental Design Methods,2005,3
Sparse and Compressive Sensing Techniques,2005,3
Optical Systems and Laser Technology,2005,3
Security and Verification in Computing,2005,3
Error Correcting Code Techniques,2005,3
Remote-Sensing Image Classification,2005,3
Gene expression and cancer classification,2005,3
Electronic Health Records Systems,2005,3
Graph Theory and Algorithms,2005,3
Geomechanics and Mining Engineering,2005,3
Advanced Topology and Set Theory,2005,3
"Logic, programming, and type systems",2005,3
Formal Methods in Verification,2005,3
"Logic, Reasoning, and Knowledge",2005,3
Inertial Sensor and Navigation,2005,3
Wireless Communication Networks Research,2005,3
Fault Detection and Control Systems,2005,3
Control Systems and Identification,2005,3
Chaos control and synchronization,2005,3
Fractal and DNA sequence analysis,2005,3
Advanced Algebra and Logic,2005,3
Manufacturing Process and Optimization,2005,3
Probabilistic and Robust Engineering Design,2005,3
Stability and Control of Uncertain Systems,2005,3
Mathematical Inequalities and Applications,2005,3
3D Surveying and Cultural Heritage,2005,3
Hand Gesture Recognition Systems,2005,3
Geoscience and Mining Technology,2005,3
Software Engineering Techniques and Practices,2005,3
Data Stream Mining Techniques,2005,3
Complexity and Algorithms in Graphs,2005,3
Cryptography and Residue Arithmetic,2005,3
Higher Education Learning Practices,2005,3
Ideological and Political Education,2005,3
Bayesian Methods and Mixture Models,2005,3
Power Systems and Renewable Energy,2005,3
Linguistic Variation and Morphology,2005,2
Legal Systems and Judicial Processes,2005,2
Nonlinear Dynamics and Pattern Formation,2005,2
Scientific Research and Discoveries,2005,2
Healthcare Policy and Management,2005,2
Healthcare Systems and Technology,2005,2
Health Sciences Research and Education,2005,2
Reading and Literacy Development,2005,2
Spam and Phishing Detection,2005,2
Experimental Behavioral Economics Studies,2005,2
Field-Flow Fractionation Techniques,2005,2
Process Optimization and Integration,2005,2
Image and Video Quality Assessment,2005,2
AI-based Problem Solving and Planning,2005,2
Distributed Control Multi-Agent Systems,2005,2
Fashion and Cultural Textiles,2005,2
Consumer Perception and Purchasing Behavior,2005,2
Diverse Topics in Contemporary Research,2005,2
EEG and Brain-Computer Interfaces,2005,2
CCD and CMOS Imaging Sensors,2005,2
Optics and Image Analysis,2005,2
Hydrocarbon exploration and reservoir analysis,2005,2
Physical Unclonable Functions (PUFs) and Hardware Security,2005,2
Mathematics and Applications,2005,2
Reinforcement Learning in Robotics,2005,2
Geotechnical Engineering and Analysis,2005,2
Philosophy and History of Science,2005,2
Complex Network Analysis Techniques,2005,2
Embedded Systems and FPGA Design,2005,2
Ocular and Laser Science Research,2005,2
Target Tracking and Data Fusion in Sensor Networks,2005,2
Privacy-Preserving Technologies in Data,2005,2
Remote Sensing in Agriculture,2005,2
Atmospheric aerosols and clouds,2005,2
Atmospheric Ozone and Climate,2005,2
Network Traffic and Congestion Control,2005,2
Advanced Wireless Network Optimization,2005,2
Architecture and Computational Design,2005,2
Optimization and Packing Problems,2005,2
